order_id,product_id,qty,unit_price,discount,line_total
O000136,P0148,1,42.47,0.012,41.96
O000137,P0244,1,11.55,0.029,11.22
O000137,P0119,1,25.38,0.0,25.38
O000137,P0168,2,10.35,0.079,19.06
O000137,P0196,1,22.19,0.129,19.33
O000137,P0122,1,15.12,0.044,14.45
O000138,P0110,2,41.14,0.165,68.7
O000138,P0122,1,15.12,0.12,13.31
O000138,P0054,2,27.09,0.062,50.82
O000139,P0078,2,21.0,0.094,38.05
O000139,P0249,1,38.52,0.053,36.48
O000140,P0234,2,31.58,0.089,57.54
O000140,P0016,1,13.45,0.108,12.0
O000141,P0162,2,18.58,0.125,32.52
O000141,P0055,1,8.85,0.155,7.48
O000141,P0062,1,41.55,0.052,39.39
O000141,P0181,1,27.23,0.164,22.76
O000142,P0021,2,27.25,0.101,49.0
O000142,P0154,1,20.67,0.044,19.76
O000142,P0043,1,29.86,0.097,26.96
O000143,P0083,1,37.31,0.057,35.18
O000143,P0012,1,30.42,0.0,30.42
O000144,P0063,1,13.43,0.051,12.75
O000145,P0117,3,22.92,0.066,64.22
O000145,P0187,2,14.49,0.012,28.63
O000145,P0155,1,41.13,0.0,41.13
O000145,P0129,2,20.54,0.039,39.48
O000146,P0154,3,20.67,0.118,54.69
O000146,P0243,2,7.72,0.155,13.05
O000147,P0090,2,36.13,0.105,64.67
O000148,P0185,3,28.71,0.093,78.12
O000148,P0040,1,23.99,0.0,23.99
O000149,P0215,1,29.77,0.104,26.67
O000149,P0152,2,17.8,0.001,35.56
O000150,P0182,1,17.47,0.011,17.28
O000151,P0103,1,30.37,0.161,25.48
O000151,P0177,1,17.81,0.094,16.14
O000151,P0172,1,34.03,0.0,34.03
O000152,P0104,1,13.9,0.12,12.23
O000152,P0216,1,31.94,0.095,28.91
O000152,P0232,1,21.79,0.108,19.44
O000153,P0023,1,20.16,0.02,19.76
O000153,P0238,1,16.15,0.042,15.47
O000153,P0196,2,22.19,0.057,41.85
O000154,P0021,2,27.25,0.107,48.67
O000155,P0137,2,12.73,0.062,23.88
O000155,P0080,1,30.47,0.081,28.0
O000155,P0200,1,57.83,0.006,57.48
O000155,P0150,1,45.15,0.102,40.54
O000156,P0150,3,45.15,0.0,135.45
O000156,P0243,1,7.72,0.053,7.31
O000157,P0196,1,22.19,0.026,21.61
O000157,P0062,3,41.55,0.0,124.65
O000158,P0121,2,15.63,0.074,28.95
O000159,P0005,1,17.73,0.081,16.29
O000159,P0189,2,54.71,0.043,104.71
O000159,P0098,1,13.94,0.079,12.84
O000160,P0154,2,20.67,0.059,38.9
O000160,P0150,1,45.15,0.062,42.35
O000160,P0140,1,8.3,0.025,8.09
O000161,P0232,1,21.79,0.031,21.11
O000161,P0143,1,14.35,0.05,13.63
O000161,P0201,1,11.04,0.093,10.01
O000162,P0117,1,22.92,0.125,20.05
O000162,P0165,1,22.99,0.152,19.5
O000163,P0234,3,31.58,0.043,90.67
O000163,P0024,3,56.93,0.167,142.27
O000164,P0037,1,13.48,0.067,12.58
O000164,P0042,1,25.76,0.0,25.76
O000165,P0194,1,22.82,0.004,22.73
O000166,P0006,3,18.72,0.0,56.16
O000166,P0241,1,38.79,0.0,38.79
O000167,P0105,1,25.4,0.155,21.46
O000167,P0219,3,24.44,0.128,63.94
O000168,P0058,1,16.25,0.087,14.84
O000169,P0237,1,27.95,0.102,25.1
O000169,P0086,2,16.22,0.075,30.01
O000169,P0072,3,36.14,0.047,103.32
O000169,P0168,3,10.35,0.062,29.12
O000170,P0031,1,63.52,0.052,60.22
O000170,P0116,1,52.74,0.049,50.16
O000170,P0085,2,28.62,0.0,57.24
O000170,P0062,2,41.55,0.063,77.86
O000170,P0122,1,15.12,0.062,14.18
O000171,P0174,1,25.93,0.143,22.22
O000172,P0137,2,12.73,0.082,23.37
O000173,P0009,1,30.51,0.036,29.41
O000173,P0170,1,14.16,0.109,12.62
O000173,P0086,2,16.22,0.0,32.44
O000173,P0106,1,13.44,0.042,12.88
O000173,P0022,2,28.89,0.178,47.5
O000174,P0078,3,21.0,0.158,53.05
O000174,P0051,3,16.41,0.09,44.8
O000174,P0077,3,14.24,0.02,41.87
O000175,P0090,1,36.13,0.144,30.93
O000175,P0186,2,39.93,0.083,73.23
O000176,P0153,1,30.01,0.09,27.31
O000177,P0044,1,10.28,0.017,10.11
O000178,P0154,1,20.67,0.021,20.24
O000179,P0021,2,27.25,0.048,51.88
O000179,P0115,1,26.06,0.058,24.55
O000179,P0121,1,15.63,0.016,15.38
O000180,P0218,1,21.05,0.089,19.18
O000180,P0048,3,18.58,0.089,50.78
O000180,P0118,1,73.69,0.006,73.25
O000180,P0107,1,21.9,0.106,19.58
O000180,P0018,3,13.79,0.103,37.11
O000181,P0193,1,5.88,0.058,5.54
O000181,P0047,1,13.21,0.067,12.32
O000181,P0044,2,10.28,0.0,20.56
O000182,P0237,1,27.95,0.0,27.95
O000182,P0070,1,14.55,0.011,14.39
O000182,P0245,3,33.56,0.0,100.68
O000183,P0053,1,30.89,0.025,30.12
O000183,P0013,3,16.2,0.103,43.59
O000184,P0099,1,27.29,0.071,25.35
O000185,P0008,1,22.84,0.024,22.29
O000185,P0180,1,13.77,0.034,13.3
O000186,P0241,2,38.79,0.0,77.58
O000186,P0036,1,19.88,0.147,16.96
O000187,P0133,1,16.08,0.048,15.31
O000188,P0152,1,17.8,0.001,17.78
O000189,P0225,3,15.74,0.033,45.66
O000189,P0120,2,30.76,0.111,54.69
O000190,P0231,1,31.05,0.081,28.53
O000191,P0079,2,47.31,0.096,85.54
O000191,P0105,1,25.4,0.0,25.4
O000191,P0026,1,14.88,0.004,14.82
O000191,P0203,1,21.96,0.044,20.99
O000192,P0199,3,14.86,0.097,40.26
O000192,P0230,1,13.77,0.052,13.05
O000193,P0250,3,7.24,0.091,19.74
O000194,P0038,2,12.06,0.0,24.12
O000194,P0183,1,21.9,0.082,20.1
O000195,P0002,1,8.74,0.0,8.74
O000195,P0030,1,18.15,0.016,17.86
O000196,P0111,1,11.07,0.051,10.51
O000197,P0090,1,36.13,0.097,32.63
O000198,P0211,3,28.4,0.08,78.38
O000198,P0174,1,25.93,0.094,23.49
O000199,P0195,1,30.52,0.099,27.5
O000199,P0027,1,46.02,0.072,42.71
O000200,P0113,1,21.64,0.111,19.24
O000201,P0247,1,8.53,0.079,7.86
O000202,P0077,1,14.24,0.0,14.24
O000202,P0125,1,10.12,0.055,9.56
O000202,P0109,3,42.04,0.032,122.08
O000203,P0172,2,34.03,0.066,63.57
O000203,P0063,2,13.43,0.069,25.01
O000204,P0111,1,11.07,0.077,10.22
O000204,P0048,1,18.58,0.002,18.54
O000205,P0148,1,42.47,0.039,40.81
O000206,P0226,1,32.56,0.043,31.16
O000206,P0020,1,20.46,0.121,17.98
O000207,P0045,2,7.71,0.051,14.63
O000207,P0025,2,29.52,0.078,54.43
O000208,P0198,2,11.45,0.071,21.27
O000208,P0005,1,17.73,0.128,15.46
O000208,P0132,1,35.23,0.082,32.34
O000209,P0212,1,16.93,0.0,16.93
O000210,P0250,1,7.24,0.069,6.74
O000211,P0078,1,21.0,0.093,19.05
O000211,P0108,2,16.28,0.085,29.79
O000211,P0120,2,30.76,0.015,60.6
O000211,P0004,1,15.82,0.079,14.57
O000212,P0190,2,61.29,0.067,114.37
O000213,P0112,1,25.25,0.088,23.03
O000214,P0148,2,42.47,0.072,78.82
O000214,P0236,1,7.63,0.001,7.62
O000215,P0131,1,17.6,0.083,16.14
O000215,P0122,1,15.12,0.013,14.92
O000216,P0227,1,19.59,0.034,18.92
O000217,P0228,2,32.56,0.017,64.01
O000217,P0161,1,32.93,0.037,31.71
O000218,P0157,2,24.44,0.046,46.63
O000218,P0005,1,17.73,0.039,17.04
O000218,P0144,1,16.72,0.002,16.69
O000218,P0106,1,13.44,0.0,13.44
O000218,P0011,1,18.05,0.076,16.68
O000219,P0170,1,14.16,0.085,12.96
O000219,P0031,1,63.52,0.088,57.93
O000219,P0190,1,61.29,0.069,57.06
O000220,P0178,1,43.27,0.096,39.12
O000221,P0213,1,24.99,0.091,22.72
O000221,P0210,3,11.81,0.039,34.05
O000222,P0230,3,13.77,0.072,38.34
O000222,P0189,2,54.71,0.119,96.4
O000222,P0222,1,24.29,0.021,23.78
O000223,P0140,1,8.3,0.004,8.27
O000224,P0021,1,27.25,0.053,25.81
O000224,P0035,3,6.52,0.068,18.23
O000224,P0204,1,21.03,0.086,19.22
O000225,P0037,1,13.48,0.13,11.73
O000225,P0182,2,17.47,0.061,32.81
O000225,P0022,1,28.89,0.11,25.71
O000225,P0129,1,20.54,0.108,18.32
O000226,P0038,3,12.06,0.071,33.61
O000227,P0024,1,56.93,0.0,56.93
O000227,P0077,1,14.24,0.024,13.9
O000227,P0112,1,25.25,0.054,23.89
O000228,P0073,1,36.91,0.073,34.22
O000229,P0226,1,32.56,0.056,30.74
O000230,P0202,1,13.16,0.115,11.65
O000230,P0203,1,21.96,0.083,20.14
O000230,P0075,3,7.7,0.073,21.41
O000231,P0063,1,13.43,0.081,12.34
O000231,P0156,1,35.45,0.139,30.52
O000231,P0080,1,30.47,0.069,28.37
O000232,P0039,2,15.31,0.106,27.37
O000232,P0130,1,10.78,0.089,9.82
O000232,P0005,2,17.73,0.125,31.03
O000233,P0133,1,16.08,0.004,16.02
O000233,P0161,1,32.93,0.134,28.52
O000233,P0028,1,25.75,0.045,24.59
O000234,P0082,2,30.8,0.026,60.0
O000234,P0224,1,16.4,0.03,15.91
O000234,P0017,2,20.7,0.074,38.34
O000234,P0162,1,18.58,0.08,17.09
O000234,P0018,1,13.79,0.059,12.98
O000235,P0190,1,61.29,0.106,54.79
O000235,P0060,1,21.7,0.122,19.05
O000235,P0225,1,15.74,0.155,13.3
O000235,P0045,1,7.71,0.06,7.25
O000236,P0105,2,25.4,0.008,50.39
O000237,P0059,2,10.19,0.0,20.38
O000237,P0142,2,10.1,0.0,20.2
O000238,P0079,1,47.31,0.057,44.61
O000238,P0236,1,7.63,0.097,6.89
O000238,P0161,1,32.93,0.103,29.54
O000238,P0037,1,13.48,0.162,11.3
O000239,P0140,1,8.3,0.055,7.84
O000240,P0110,3,41.14,0.12,108.61
O000240,P0176,1,23.22,0.097,20.97
O000240,P0001,2,21.18,0.049,40.28
O000240,P0162,1,18.58,0.105,16.63
O000241,P0025,3,29.52,0.053,83.87
O000242,P0043,2,29.86,0.005,59.42
O000243,P0036,3,19.88,0.04,57.25
O000244,P0107,2,21.9,0.082,40.21
O000245,P0098,1,13.94,0.049,13.26
O000245,P0028,1,25.75,0.056,24.31
O000245,P0243,1,7.72,0.148,6.58
O000245,P0084,1,29.35,0.178,24.13
O000245,P0246,2,16.84,0.042,32.27
O000246,P0222,1,24.29,0.058,22.88
O000246,P0076,1,54.11,0.006,53.79
O000246,P0166,1,23.97,0.022,23.44
O000247,P0238,2,16.15,0.023,31.56
O000247,P0090,1,36.13,0.0,36.13
O000248,P0192,1,67.08,0.069,62.45
O000249,P0108,1,16.28,0.03,15.79
O000249,P0065,2,25.32,0.07,47.1
O000249,P0110,2,41.14,0.098,74.22
O000249,P0162,1,18.58,0.035,17.93
O000250,P0207,2,20.77,0.115,36.76
O000250,P0236,1,7.63,0.075,7.06
O000250,P0009,1,30.51,0.071,28.34
O000250,P0223,1,13.67,0.114,12.11
O000251,P0073,1,36.91,0.057,34.81
O000251,P0035,1,6.52,0.0,6.52
O000251,P0149,1,16.84,0.027,16.39
O000251,P0118,1,73.69,0.044,70.45
O000251,P0029,1,6.97,0.082,6.4
O000252,P0175,1,18.4,0.17,15.27
O000253,P0173,1,42.99,0.042,41.18
O000254,P0161,1,32.93,0.0,32.93
O000255,P0247,1,8.53,0.041,8.18
O000255,P0127,2,11.66,0.114,20.66
O000255,P0187,1,14.49,0.083,13.29
O000256,P0240,1,36.97,0.028,35.93
O000256,P0195,1,30.52,0.0,30.52
O000257,P0186,1,39.93,0.0,39.93
O000257,P0234,1,31.58,0.037,30.41
O000257,P0138,2,38.15,0.016,75.08
O000258,P0086,1,16.22,0.145,13.87
O000258,P0051,1,16.41,0.003,16.36
O000258,P0058,1,16.25,0.124,14.23
O000258,P0126,2,9.3,0.114,16.48
O000259,P0154,2,20.67,0.036,39.85
O000259,P0007,2,15.53,0.061,29.17
O000260,P0042,1,25.76,0.049,24.5
O000260,P0182,1,17.47,0.111,15.53
O000261,P0085,1,28.62,0.079,26.36
O000261,P0114,1,16.38,0.124,14.35
O000261,P0115,1,26.06,0.0,26.06
O000262,P0003,1,22.9,0.109,20.4
O000262,P0067,2,18.68,0.115,33.06
O000263,P0171,1,40.22,0.087,36.72
O000263,P0200,1,57.83,0.054,54.71
O000263,P0035,1,6.52,0.051,6.19
O000263,P0050,3,10.02,0.047,28.65
O000264,P0193,2,5.88,0.128,10.25
O000264,P0099,1,27.29,0.056,25.76
O000264,P0006,1,18.72,0.071,17.39
O000265,P0158,2,21.35,0.132,37.06
O000266,P0012,1,30.42,0.058,28.66
O000267,P0248,1,21.2,0.056,20.01
O000267,P0001,1,21.18,0.004,21.1
O000267,P0174,1,25.93,0.041,24.87
O000268,P0215,2,29.77,0.14,51.2
O000269,P0038,1,12.06,0.013,11.9
O000269,P0026,2,14.88,0.031,28.84
O000269,P0065,2,25.32,0.116,44.77
O000269,P0214,2,25.36,0.039,48.74
O000269,P0080,1,30.47,0.135,26.36
O000270,P0086,1,16.22,0.003,16.17
O000270,P0075,3,7.7,0.003,23.03
O000271,P0218,1,21.05,0.041,20.19
O000271,P0026,1,14.88,0.034,14.37
O000271,P0179,2,9.44,0.181,15.46
O000271,P0201,1,11.04,0.052,10.47
O000271,P0229,2,33.02,0.085,60.43
O000272,P0082,3,30.8,0.084,84.64
O000273,P0051,1,16.41,0.088,14.97
O000273,P0204,1,21.03,0.029,20.42
O000274,P0215,1,29.77,0.031,28.85
